word,frequency
постројисати,1
посвуда,1
склонисати,1
пппправо,1
разграњавати,1
прала,1
израњавити,1
разастрети,1
беличасто,1
просећати,1
парничити,1
разграђивати,1
преиначивати,1
доскочити,1
редовито,1
пресретати,1
доконути,1
мести,1
добати,1
ишетати,1
препородити,1
дотећи,1
осмејкивати,1
јачији,1
замрлити,1
изгријати,1
подвостручавати,1
дорати,1
заковитлати,1
приграбити,1
свештати,1
надодати,1
привидети,1
преконоћ,1
устаљивати,1
засврбети,1
засврбјети,1
тахтети,1
хешапити,1
забраздити,1
прегледавати,1
убледити,1
рашејавати,1
огртати,1
уоквирити,1
одлелујати,1
застидети,1
кти,1
тренути,1
упрла,1
крчати,1
нестварно,1
овлаш,1
обрећи,1
заћорити,1
самостално,1
трефити,1
нећи,1
опојемти,1
наплакати,1
накукати,1
покучити,1
шамо,1
закрчивати,1
оплакати,1
придоћи,1
напарити,1
подзидати,1
еxтра,1
картати,1
обневидјети,1
ућуткивати,1
ненаметљиво,1
позавађати,1
отај,1
одуживати,1
поравнавати,1
процвиљети,1
запити,1
извргавати,1
дорастајати,1
прикраћивати,1
увесељавати,1
истутњати,1
узабрати,1
спрдати,1
засмејавати,1
чашћавати,1
милати,1
цупкати,1
онуда,1
пилати,1
изјадати,1
будалати,1
подрезати,1
притворно,1
удијелити,1
месец-два,1
прокопавати,1
шаљиво,1
стеснити,1
брујати,1
гарити,1
свездно,1
кундурати,1
филозофирати,1
дарнути,1
казиво,1
џелешанух,1
саватли,1
завидјети,1
прикрадити,1
мелити,1
виђети,1
прекраћивати,1
задочњавати,1
зналачки,1
узјахивати,1
испредати,1
навикивати,1
распртети,1
протеривати,1
забридити,1
откивати,1
нијеш,1
оплемењивати,1
подијелити,1
узодлучивати,1
примјењивати,1
хоџинити,1
догорити,1
подсигурно,1
продрати,1
бушити,1
избушити,1
дискретно,1
парало,1
стисти,1
привређивати,1
намало,1
запанити,1
крештати,1
задијевати,1
човјек,1
замашати,1
несхватљиво,1
театрално,1
биолошки,1
белетити,1
бродити,1
надахнути,1
млако,1
извозити,1
сплавити,1
прозући,1
сажето,1
дискутовати,1
критиковати,1
распрштати,1
ниједанпут,1
најесен,1
модро,1
погрешки,1
његовати,1
измијенити,1
оцвјетати,1
дегенерисати,1
пооштрити,1
подмлађивати,1
ничати,1
избечи,1
отупети,1
очаравати,1
сретно,1
довијекати,1
дабогмати,1
хохштаплерисати,1
одадити,1
изневјерити,1
закржљати,1
цијенити,1
зјати,1
наситити,1
обрст,1
извесно,1
замачити,1
извештачити,1
расанити,1
испремештати,1
формално,1
неопрезно,1
лакоумно,1
отуђити,1
изврћи,1
оздрављивати,1
удомити,1
дорастати,1
промовисати,1
лијукити,1
ожалити,1
искуцати,1
ишчилети,1
затрептити,1
мрестити,1
згртати,1
одвугнути,1
капарисавати,1
замучити,1
напрегнути,1
декламивати,1
