infinitive_latin,frequency,infinitive_latin_norm
razmrskati,2,razmrskati
skotrljati,2,skotrljati
drmati,2,drmati
zamazati,2,zamazati
zahvalno,2,zahvalno
strmoglavljivati,2,strmoglavljivati
šesti,2,šesti
prljati,2,prljati
trkati,2,trkati
šišati,2,šišati
potšišati,2,potšišati
nelagodno,2,nelagodno
zapomagati,2,zapomagati
dobaviti,2,dobaviti
školovati,2,školovati
okretno,2,okretno
uskipati,2,uskipati
stiskati,2,stiskati
tromo,2,tromo
prečistiti,2,prečistiti
podlakati,2,podlakati
spotaći,2,spotaći
nesimetrično,2,nesimetrično
ščepati,2,ščepati
obračunavati,2,obračunavati
prehraniti,2,prehraniti
okomiti,2,okomiti
vijati,2,vijati
pritesniti,2,pritesniti
vragolasto,2,vragolasto
ukrštati,2,ukrštati
prikovati,2,prikovati
digositi,2,digositi
zavrnuti,2,zavrnuti
ugraditi,2,ugraditi
sasuti,2,sasuti
cerekati,2,cerekati
posedeti,2,posedeti
zagladiti,2,zagladiti
izriti,2,izriti
otpljunuti,2,otpljunuti
napinjati,2,napinjati
okriviti,2,okriviti
prignuti,2,prignuti
svrstavati,2,svrstavati
otresti,2,otresti
sprovoditi,2,sprovoditi
previjati,2,previjati
umaknuti,2,umaknuti
uveti,2,uveti
podrignuti,2,podrignuti
poskakati,2,poskakati
ošiti,2,ošiti
stegositi,2,stegositi
odvraćati,2,odvraćati
čupkati,2,čupkati
umivati,2,umivati
beskrajno,2,beskrajno
šištati,2,šištati
kašljati,2,kašljati
zaglusiti,2,zaglusiti
razdrmati,2,razdrmati
iskorišćivati,2,iskorišćivati
kakiti,2,kakiti
otuđiti,2,otuđiti
uprskati,2,uprskati
odahnuti,2,odahnuti
uzvrpoljiti,2,uzvrpoljiti
sporazumeti,2,sporazumeti
upuštati,2,upuštati
žalostiti,2,žalostiti
nišaniti,2,nišaniti
referisati,2,referisati
prilagoditi,2,prilagoditi
iscrpiti,2,iscrpiti
raspršiti,2,raspršiti
frknuti,2,frknuti
promešati,2,promešati
napućiti,2,napućiti
sramotiti,2,sramotiti
sažaljivo,2,sažaljivo
izvati,2,izvati
razmahnuti,2,razmahnuti
zaglušno,2,zaglušno
zasvetlučati,2,zasvetlučati
poleći,2,poleći
obiti,2,obiti
štavisati,2,štavisati
kidisati,2,kidisati
zatresti,2,zatresti
previti,2,previti
pregrađivati,2,pregrađivati
zaslepiti,2,zaslepiti
neshvatljivo,2,neshvatljivo
preletati,2,preletati
šrapnel,2,šrapnel
saznavati,2,saznavati
premazivati,2,premazivati
otseti,2,otseti
pokoravati,2,pokoravati
neugodno,2,neugodno
zaliti,2,zaliti
uzavreti,2,uzavreti
uspuzati,2,uspuzati
obrušavati,2,obrušavati
usijati,2,usijati
iznemoći,2,iznemoći
uzaludno,2,uzaludno
krckati,2,krckati
svamo,2,svamo
prikucati,2,prikucati
utrošiti,2,utrošiti
uzletati,2,uzletati
pojedinačno,2,pojedinačno
preduhitriti,2,preduhitriti
popešiti,2,popešiti
zasedati,2,zasedati
spretno,2,spretno
izviti,2,izviti
godišnje,2,godišnje
pomaći,2,pomaći
otsecati,2,otsecati
smrzavati,2,smrzavati
isparavati,2,isparavati
neuporedivo,2,neuporedivo
useći,2,useći
očitati,2,očitati
izgladiti,2,izgladiti
veliti,2,veliti
prevaliti,2,prevaliti
razletesti,2,razletesti
dolutovati,2,dolutovati
razrađivati,2,razrađivati
stražariti,2,stražariti
raznuti,2,raznuti
zijati,2,zijati
kiselo,2,kiselo
promrzla,2,promrzla
misati,2,misati
probadati,2,probadati
utovariti,2,utovariti
zakrčiti,2,zakrčiti
bezobrazno,2,bezobrazno
groktati,2,groktati
razrokiti,2,razrokiti
prostrano,2,prostrano
zagraditi,2,zagraditi
melodično,2,melodično
prosipati,2,prosipati
tandrčati,2,tandrčati
zimus,2,zimus
čušiti,2,čušiti
natrljati,2,natrljati
podviknuti,2,podviknuti
uvrstiti,2,uvrstiti
doterivati,2,doterivati
sazivati,2,sazivati
svesti,2,svesti
izribati,2,izribati
privoditi,2,privoditi
nadvičiti,2,nadvičiti
elegantno,2,elegantno
plamsati,2,plamsati
potsticati,2,potsticati
obraz,2,obraz
prkosno,2,prkosno
paralelno,2,paralelno
uliti,2,uliti
lediti,2,lediti
švrljati,2,švrljati
zasenjivati,2,zasenjivati
ritmično,2,ritmično
izjahati,2,izjahati
posrebriti,2,posrebriti
blještati,2,blještati
besmisleno,2,besmisleno
buškati,2,buškati
više,2,više
strugati,2,strugati
predosetiti,2,predosetiti
izletesti,2,izletesti
proteći,2,proteći
marširati,2,marširati
spustisati,2,spustisati
zadobiti,2,zadobiti
skladno,2,skladno
bogato,2,bogato
ustezati,2,ustezati
takmičiti,2,takmičiti
praznično,2,praznično
preplitati,2,preplitati
manevrisati,2,manevrisati
ućutkati,2,ućutkati
formalno,2,formalno
odošiti,2,odošiti
odraziti,2,odraziti
ispravljati,2,ispravljati
osmotriti,2,osmotriti
premašiti,2,premašiti
rasmotriti,2,rasmotriti
pravilno,2,pravilno
natmuriti,2,natmuriti
razumesti,2,razumesti
dovoziti,2,dovoziti
zevati,2,zevati
prionuti,2,prionuti
kočoperiti,2,kočoperiti
opkladiti,2,opkladiti
uhraniti,2,uhraniti
očinski,2,očinski
shodno,2,shodno
trovati,2,trovati
razvesti,2,razvesti
naletjeti,2,naletjeti
umrtviti,2,umrtviti
zabijati,2,zabijati
ogrnuti,2,ogrnuti
ophoditi,2,ophoditi
sklepati,2,sklepati
životariti,2,životariti
zapalisati,2,zapalisati
zasijašati,2,zasijašati
udubljivati,2,udubljivati
potapati,2,potapati
komadati,2,komadati
šenuti,2,šenuti
smirati,2,smirati
prestrašiti,2,prestrašiti
proizlaziti,2,proizlaziti
fenomenalno,2,fenomenalno
natuštiti,2,natuštiti
koliko-toliko,2,koliko-toliko
zadimisati,2,zadimisati
pridruživati,2,pridruživati
sakatiti,2,sakatiti
svojevremeno,2,svojevremeno
zamračiti,2,zamračiti
sablažnjivo,2,sablažnjivo
iznemogati,2,iznemogati
uobličiti,2,uobličiti
zalepršati,2,zalepršati
preksinoć,2,preksinoć
povisiti,2,povisiti
teskobno,2,teskobno
zapričati,2,zapričati
začepiti,2,začepiti
protivuriti,2,protivuriti
tresuti,2,tresuti
strastveno,2,strastveno
podskočiti,2,podskočiti
odskakati,2,odskakati
zaokupiti,2,zaokupiti
prisvojiti,2,prisvojiti
trubiti,2,trubiti
peniti,2,peniti
zevnuti,2,zevnuti
otpoći,2,otpoći
cakliti,2,cakliti
nadjačavati,2,nadjačavati
časiti,2,časiti
mezeti,2,mezeti
skamenisati,2,skamenisati
polijevati,2,polijevati
hripati,2,hripati
iskliznuti,2,iskliznuti
ječati,2,ječati
zavaravati,2,zavaravati
promeškoljiti,2,promeškoljiti
poprimati,2,poprimati
izbisati,2,izbisati
zamazivati,2,zamazivati
unjkati,2,unjkati
vijugati,2,vijugati
smrčiti,2,smrčiti
meškoljiti,2,meškoljiti
zavapiti,2,zavapiti
prijavljivati,2,prijavljivati
nezvanično,2,nezvanično
prebrojati,2,prebrojati
označiti,2,označiti
gusto,2,gusto
siktati,2,siktati
pošandrčati,2,pošandrčati
prekucati,2,prekucati
izuzev,2,izuzev
varenuhati,2,varenuhati
doletjeti,2,doletjeti
preduzimati,2,preduzimati
urlikati,2,urlikati
provozati,2,provozati
zašuti,2,zašuti
išarati,2,išarati
mjauknuti,2,mjauknuti
pojurisati,2,pojurisati
zastenjati,2,zastenjati
odrano,2,odrano
legati,2,legati
proanalizirati,2,proanalizirati
dremnuti,2,dremnuti
prikradati,2,prikradati
šikljati,2,šikljati
nadjačati,2,nadjačati
nanišaniti,2,nanišaniti
povoditi,2,povoditi
naprosto,2,naprosto
grabiti,2,grabiti
verati,2,verati
zaglušivati,2,zaglušivati
zapanjivati,2,zapanjivati
neuobičajeno,2,neuobičajeno
proturiti,2,proturiti
uviđati,2,uviđati
pobledeti,2,pobledeti
smoći,2,smoći
žaračati,2,žaračati
saosećati,2,saosećati
prikrivati,2,prikrivati
istezati,2,istezati
promumlati,2,promumlati
poškropiti,2,poškropiti
klečati,2,klečati
pognuti,2,pognuti
isplaziti,2,isplaziti
pobeleti,2,pobeleti
razdirati,2,razdirati
zaprepašćivati,2,zaprepašćivati
neumitno,2,neumitno
uslišiti,2,uslišiti
natopiti,2,natopiti
stuštiti,2,stuštiti
klizati,2,klizati
trućati,2,trućati
pročuti,2,pročuti
rasturati,2,rasturati
cmizdriti,2,cmizdriti
histerično,2,histerično
zanemeti,2,zanemeti
daviti,2,daviti
dočaravati,2,dočaravati
trupkati,2,trupkati
proleti,2,proleti
trgati,2,trgati
preliti,2,preliti
soliti,2,soliti
razbarušiti,2,razbarušiti
obreti,2,obreti
odsedeti,2,odsedeti
nestadositi,2,nestadositi
prognati,2,prognati
iskriti,2,iskriti
poblediti,2,poblediti
uhoditi,2,uhoditi
prosiktati,2,prosiktati
razmazivati,2,razmazivati
utrljavati,2,utrljavati
prijati,2,prijati
pomahnitati,2,pomahnitati
dosuti,2,dosuti
trgošiti,2,trgošiti
zalivati,2,zalivati
sumanuto,2,sumanuto
zapištati,2,zapištati
umekšati,2,umekšati
vertikalno,2,vertikalno
smaklati,2,smaklati
kliznuti,2,kliznuti
rasprostreti,2,rasprostreti
iskrcati,2,iskrcati
galantno,2,galantno
đipiti,2,đipiti
ćudljivo,2,ćudljivo
očaravajuće,2,očaravajuće
prinositi,2,prinositi
zahvatati,2,zahvatati
priljubljivati,2,priljubljivati
obrušiti,2,obrušiti
pirkati,2,pirkati
hramljuti,2,hramljuti
iskušavati,2,iskušavati
urazumiti,2,urazumiti
zadimiti,2,zadimiti
naškoditi,2,naškoditi
prodefilovati,2,prodefilovati
razapeti,2,razapeti
zavarati,2,zavarati
isprljati,2,isprljati
obrasti,2,obrasti
pečati,2,pečati
kategorično,2,kategorično
prehladiti,2,prehladiti
mumlati,2,mumlati
kidnapovati,2,kidnapovati
podmuklo,2,podmuklo
nagristi,2,nagristi
istrunuti,2,istrunuti
zabosti,2,zabosti
izbočiti,2,izbočiti
zaplašiti,2,zaplašiti
rastvarati,2,rastvarati
zabrinjavati,2,zabrinjavati
belasati,2,belasati
upuzati,2,upuzati
zagrevati,2,zagrevati
vekovati,2,vekovati
zepsti,2,zepsti
drhati,2,drhati
унедоглед,2,unedogled
улепшавати,2,ulepšavati
хркати,2,hrkati
поврвјети,2,povrvjeti
распродати,2,rasprodati
будзашто,2,budzašto
атлетски,2,atletski
физички,2,fizički
раскрупњати,2,raskrupnjati
затребати,2,zatrebati
растезати,2,rastezati
икако,2,ikako
колико-толико,2,koliko-toliko
ограђивати,2,ograđivati
угонити,2,ugoniti
упоредивати,2,uporedivati
снижавати,2,snižavati
закинути,2,zakinuti
неразумљив,2,nerazumljiv
дојавити,2,dojaviti
неограничено,2,neograničeno
срубити,2,srubiti
доксати,2,doksati
уковрчити,2,ukovrčiti
калиграфски,2,kaligrafski
поистовећивати,2,poistovećivati
поистоветити,2,poistovetiti
продрмати,2,prodrmati
разрађивати,2,razrađivati
душевно,2,duševno
оронути,2,oronuti
поврвити,2,povrviti
негдје,2,negdje
dogoreti,2,dogoreti
čeznuti,2,čeznuti
избичевати,2,izbičevati
одрати,2,odrati
отрти,2,otrti
одгајити,2,odgajiti
побелети,2,pobeleti
зацврчати,2,zacvrčati
безразложно,2,bezrazložno
оздрављати,2,ozdravljati
оболети,2,oboleti
загладити,2,zagladiti
најављивати,2,najavljivati
запишати,2,zapišati
повукосити,2,povukositi
изјахивати,2,izjahivati
оверити,2,overiti
подмладити,2,podmladiti
омивати,2,omivati
напукати,2,napukati
прогорити,2,progoriti
натрашке,2,natraške
задисати,2,zadisati
одвикнути,2,odviknuti
посуврати,2,posuvrati
суновраћивати,2,sunovraćivati
ускраћивати,2,uskraćivati
изуједати,2,izujedati
пошкропити,2,poškropiti
засукати,2,zasukati
расрдити,2,rasrditi
прогорети,2,progoreti
оспособити,2,osposobiti
тумарнути,2,tumarnuti
прокључати,2,proključati
појебати,2,pojebati
прибележити,2,pribeležiti
зачети,2,začeti
огладнети,2,ogladneti
заказивати,2,zakazivati
погињати,2,poginjati
ћаскати,2,ćaskati
рекосмити,2,rekosmiti
равномерно,2,ravnomerno
подесити,2,podesiti
зачињати,2,začinjati
тропанас,2,tropanas
увезати,2,uvezati
пресадити,2,presaditi
глодати,2,glodati
продужавати,2,produžavati
одлагати,2,odlagati
залемити,2,zalemiti
забезекнуто,2,zabezeknuto
насумце,2,nasumce
мјаукати,2,mjaukati
мајати,2,majati
увртати,2,uvrtati
спознати,2,spoznati
оскрнавити,2,oskrnaviti
пипнути,2,pipnuti
церекати,2,cerekati
пристављати,2,pristavljati
кућити,2,kućiti
презати,2,prezati
распремати,2,raspremati
отплаћивати,2,otplaćivati
посто,2,posto
кројити,2,krojiti
опкладити,2,opkladiti
уквасити,2,ukvasiti
шикнути,2,šiknuti
позлати,2,pozlati
размахати,2,razmahati
компромитовати,2,kompromitovati
отпадати,2,otpadati
привијати,2,privijati
праснути,2,prasnuti
шмркати,2,šmrkati
предалеко,2,predaleko
дахнути,2,dahnuti
уоквиривати,2,uokvirivati
згуснути,2,zgusnuti
опчинити,2,opčiniti
отпасати,2,otpasati
искос,2,iskos
расцепити,2,rascepiti
укруг,2,ukrug
црно,2,crno
бос,2,bos
окидати,2,okidati
расплинути,2,rasplinuti
прибегавати,2,pribegavati
увребати,2,uvrebati
заронити,2,zaroniti
закољити,2,zakoljiti
намамити,2,namamiti
рачвати,2,račvati
сачинити,2,sačiniti
волетати,2,voletati
умудрити,2,umudriti
опојавати,2,opojavati
клепати,2,klepati
зазидати,2,zazidati
замочити,2,zamočiti
угибати,2,ugibati
говоркати,2,govorkati
одости,2,odosti
препричати,2,prepričati
појасити,2,pojasiti
ујахати,2,ujahati
оцењивати,2,ocenjivati
кравити,2,kraviti
цвркнути,2,cvrknuti
подровати,2,podrovati
имало,2,imalo
магарчити,2,magarčiti
подгуркивати,2,podgurkivati
засукивати,2,zasukivati
подузети,2,poduzeti
отхукивати,2,othukivati
тјерати,2,tjerati
нехотицати,2,nehoticati
растварати,2,rastvarati
ријетко,2,rijetko
накрај,2,nakraj
нихати,2,nihati
борати,2,borati
пристићи,2,pristići
изгорјети,2,izgorjeti
мукло,2,muklo
врискати,2,vriskati
ваздан,2,vazdan
осилити,2,osiliti
тали,2,tali
набушити,2,nabušiti
поклати,2,poklati
несташно,2,nestašno
одомаћити,2,odomaćiti
водати,2,vodati
каменитати,2,kamenitati
издовољити,2,izdovoljiti
животарити,2,životariti
замрзити,2,zamrziti
црвенети,2,crveneti
помирљиво,2,pomirljivo
јуначити,2,junačiti
путем,2,putem
потирати,2,potirati
наругати,2,narugati
поотварати,2,pootvarati
провирити,2,proviriti
огорчавати,2,ogorčavati
смрскати,2,smrskati
стући,2,stući
zabaviti,2,zabaviti
belo,2,belo
сходно,2,shodno
сиротовати,2,sirotovati
крвити,2,krviti
похашити,2,pohašiti
малопомало,2,malopomalo
несразмерно,2,nesrazmerno
испаравати,2,isparavati
узаврети,2,uzavreti
