infinitive_latin,frequency
napregnuto,1
zloupotrebiti,1
slutiti,1
sevnuti,1
kositi,1
doprineti,1
skakutati,1
žvakati,1
spuštati,1
izvajati,1
oglasiti,1
zasijati,1
smrknuti,1
zaoriti,1
nanjušiti,1
dodirivati,1
priviti,1
božanski,1
okupati,1
misviti,1
stidljivo,1
hdaditi,1
izdužidati,1
zavlačiti,1
prožeti,1
odazivati,1
zajecati,1
ožaliti,1
ujutru,1
pevušiti,1
proizvoljno,1
umiljato,1
dresirati,1
inatiti,1
proricati,1
ikad,1
potrošiti,1
potražiti,1
genijalno,1
zaroniti,1
buniti,1
ljutito,1
ućutati,1
jednolično,1
brujati,1
prigušiti,1
tovariti,1
očistiti,1
odmarati,1
levo,1
oslikavati,1
izobličiti,1
odavde,1
provaliti,1
izvinitati,1
uroniti,1
skratiti,1
bivo,1
droći,1
ugovoriti,1
odložiti,1
prećutkivati,1
promisliti,1
steći,1
radosno,1
pozajmljivati,1
ppatiti,1
pripadati,1
poveravati,1
truditi,1
posiveti,1
vapiti,1
nastavljati,1
mučno,1
korektno,1
skromno,1
razmenjivati,1
uzdihati,1
zlopamtiti,1
žudeti,1
otupljivati,1
primorati,1
pregledavati,1
aktivno,1
podržavati,1
bivati,1
aktivirati,1
šepuriti,1
odneti,1
našaliti,1
uputiti,1
razrešavati,1
tajno,1
nominovati,1
začuđujuće,1
uštogljeno,1
zadubiti,1
složno,1
upućivati,1
piditi,1
oformiti,1
zavući,1
topiti,1
meleško,1
isprazniti,1
jaukati,1
kriknuti,1
proglasiti,1
uslovno,1
jeftino,1
sređivati,1
šakati,1
guzati,1
sasdušati,1
viđati,1
odjuriti,1
utramvati,1
podignuti,1
kitnjasto,1
ugurati,1
saslušavati,1
kategorički,1
omaknuti,1
oslovljavati,1
olakšati,1
primeniti,1
nepogrešivo,1
strahovito,1
analizirati,1
smišljati,1
batrgati,1
postignuti,1
zbivati,1
seći,1
paliti,1
daneko,1
posvađati,1
ulagati,1
kapitulirati,1
šlajfovati,1
jačati,1
ražalovati,1
isterati,1
poniziti,1
poetanuti,1
poletati,1
raskopčati,1
načetvoro,1
cediti,1
zgrabiti,1
poklanjati,1
složiti,1
iscepati,1
ustupati,1
crtati,1
pokajati,1
odgovrriti,1
založiti,1
odlikovati,1
odjekivati,1
večno,1
iznajmljivati,1
bogzna,1
odglumiti,1
prisustvovati,1
ispravno,1
tezgariti,1
trezniti,1
izneveriti,1
reprezentativno,1
snishodljivo,1
posavetovati,1
smrditi,1
lažno,1
odrasti,1
nemoralno,1
zadužiti,1
sputavati,1
crknuti,1
dostaviti,1
pripremiti,1
naspavati,1
nagdati,1
formirati,1
odlučno,1
maglovito,1
otrgnuti,1
sadržati,1
neprekidno,1
stvarati,1
unoznati,1
treptati,1
proceniti,1
cvetati,1
dokazati,1
tek,1
začuđeno,1
zaklati,1
ukrasti,1
tući,1
pokloniti,1
zaprositi,1
trknuti,1
pozabaviti,1
raspasti,1
svraćati,1
grešiti,1
spojiti,1
uzdrhtati,1
ukošo,1
uvis,1
zatreperiti,1
napolje,1
jurnuti,1
osloniti,1
ioteći,1
taktično,1
propadati,1
dostojno,1
povrediti,1
žvatati,1
baljda,1
izboriti,1
iskritikovati,1
posediti,1
žepeti,1
komlikovati,1
vređati,1
uspraviti,1
apstraktno,1
par,1
temeljno,1
rađati,1
procvetati,1
svakodnevno,1
proveravati,1
bogohulno,1
prikačiti,1
odrešiti,1
slepiti,1
prenijeti,1
upirati,1
smesti,1
napolju,1
zašuštati,1
desno,1
onesvestiti,1
upozoriti,1
provežbati,1
obmotavati,1
pridržati,1
zatezati,1
razvezivati,1
ushititi,1
podmetnuti,1
odzvanjati,1
provokativno,1
pridignuti,1
zašrafiti,1
bledo,1
blijedo,1
smešiti,1
izneti,1
bovoriti,1
zadovoljiti,1
bešumno,1
gledno,1
narušavati,1
puno,1
otpevati,1
bućkati,1
opusteti,1
tamneti,1
zabrujati,1
zatrebati,1
poskočiti,1
prostirati,1
hukati,1
