type,verb,frequency,prefix,base_verb,derivatives_count
DERIVATIVE,ohrabriti,60,o,hrabriti,
BASE,dosetiti,5,,dosetiti,1
DERIVATIVE,predosetiti,2,pre,dosetiti,
BASE,pljačkati,5,,pljačkati,1
DERIVATIVE,opljačkati,9,o,pljačkati,
BASE,otisnuti,5,,otisnuti,1
DERIVATIVE,protisnuti,2,pr,otisnuti,
BASE,raniti,5,,raniti,1
DERIVATIVE,poraniti,2,po,raniti,
BASE,ograđivati,5,,ograđivati,1
DERIVATIVE,nadograđivati,14,nad,ograđivati,
BASE,zvoniti,5,,zvoniti,1
DERIVATIVE,zazvoniti,8,za,zvoniti,
BASE,zasti,5,,zasti,1
DERIVATIVE,nazasti,2,na,zasti,
BASE,dičiti,5,,dičiti,1
DERIVATIVE,prodičiti,1,pro,dičiti,
BASE,šišati,5,,šišati,1
DERIVATIVE,ošišati,1,o,šišati,
BASE,temeljiti,5,,temeljiti,1
DERIVATIVE,utemeljiti,3,u,temeljiti,
BASE,peciti,5,,peciti,1
DERIVATIVE,popeciti,1,po,peciti,
BASE,pući,5,,pući,1
DERIVATIVE,raspući,1,ras,pući,
BASE,lediti,5,,lediti,1
DERIVATIVE,slediti,220,s,lediti,
BASE,imа,5,,imа,1
DERIVATIVE,primа,3,pr,imа,
BASE,vapiti,4,,vapiti,1
DERIVATIVE,zavapiti,1,za,vapiti,
BASE,kvariti,4,,kvariti,1
DERIVATIVE,pokvariti,20,po,kvariti,
BASE,cistiti,4,,cistiti,1
DERIVATIVE,ocistiti,1,o,cistiti,
BASE,stititi,4,,stititi,1
DERIVATIVE,zastititi,1,za,stititi,
BASE,karakterizirati,4,,karakterizirati,1
DERIVATIVE,okarakterizirati,2,o,karakterizirati,
BASE,tariti,4,,tariti,1
DERIVATIVE,stariti,2,s,tariti,
BASE,curiti,4,,curiti,1
DERIVATIVE,procuriti,3,pro,curiti,
BASE,gospodariti,4,,gospodariti,1
DERIVATIVE,zagospodariti,4,za,gospodariti,
BASE,mudriti,4,,mudriti,1
DERIVATIVE,nadmudriti,4,nad,mudriti,
BASE,oteti,4,,oteti,1
DERIVATIVE,preoteti,1,pre,oteti,
BASE,licencirati,4,,licencirati,1
DERIVATIVE,podlicencirati,1,pod,licencirati,
BASE,nezgoditi,4,,nezgoditi,1
DERIVATIVE,unezgoditi,1,u,nezgoditi,
BASE,lepati,4,,lepati,1
DERIVATIVE,prelepati,13,pre,lepati,
BASE,gasti,4,,gasti,1
DERIVATIVE,ugasti,17,u,gasti,
BASE,vjerati,4,,vjerati,1
DERIVATIVE,provjerati,3,pro,vjerati,
BASE,umrati,4,,umrati,1
DERIVATIVE,izumrati,1,iz,umrati,
BASE,pumpati,4,,pumpati,1
DERIVATIVE,upumpati,1,u,pumpati,
BASE,korati,4,,korati,1
DERIVATIVE,skorati,1,s,korati,
BASE,brendirati,4,,brendirati,1
DERIVATIVE,izbrendirati,1,iz,brendirati,
BASE,ocediti,4,,ocediti,1
DERIVATIVE,procediti,1,pr,ocediti,
BASE,razložiti,4,,razložiti,1
DERIVATIVE,obrazložiti,152,ob,razložiti,
BASE,žvati,4,,žvati,1
DERIVATIVE,sažvati,1,sa,žvati,
BASE,planuti,4,,planuti,1
DERIVATIVE,preplanuti,4,pre,planuti,
BASE,kalibrisati,3,,kalibrisati,1
DERIVATIVE,prekalibrisati,1,pre,kalibrisati,
BASE,umati,3,,umati,1
DERIVATIVE,razumati,1,raz,umati,
BASE,perati,3,,perati,1
DERIVATIVE,operati,2,o,perati,
BASE,grleti,3,,grleti,1
DERIVATIVE,zagrleti,1,za,grleti,
BASE,izvediti,3,,izvediti,1
DERIVATIVE,proizvediti,13,pro,izvediti,
BASE,sliti,3,,sliti,1
DERIVATIVE,dosliti,3,do,sliti,
BASE,slabiti,3,,slabiti,1
DERIVATIVE,oslabiti,15,o,slabiti,
BASE,ljuštiti,3,,ljuštiti,1
DERIVATIVE,oljuštiti,2,o,ljuštiti,
BASE,kolebati,3,,kolebati,1
DERIVATIVE,pokolebati,3,po,kolebati,
BASE,mladiti,3,,mladiti,1
DERIVATIVE,premladiti,1,pre,mladiti,
BASE,gravirati,3,,gravirati,1
DERIVATIVE,ugravirati,1,u,gravirati,
BASE,jacati,3,,jacati,1
DERIVATIVE,pojacati,3,po,jacati,
BASE,harati,3,,harati,1
DERIVATIVE,poharati,1,po,harati,
BASE,ovladavati,3,,ovladavati,1
DERIVATIVE,preovladavati,24,pre,ovladavati,
BASE,zboriti,3,,zboriti,1
DERIVATIVE,prozboriti,2,pro,zboriti,
BASE,divljati,3,,divljati,1
DERIVATIVE,podivljati,1,po,divljati,
BASE,granisati,3,,granisati,1
DERIVATIVE,ogranisati,7,o,granisati,
BASE,bistrati,3,,bistrati,1
DERIVATIVE,prebistrati,1,pre,bistrati,
BASE,minirati,3,,minirati,1
DERIVATIVE,dominirati,125,do,minirati,
BASE,useti,3,,useti,1
DERIVATIVE,suseti,1,s,useti,
BASE,triti,3,,triti,1
DERIVATIVE,utriti,2,u,triti,
BASE,ćaskati,3,,ćaskati,1
DERIVATIVE,proćaskati,1,pro,ćaskati,
BASE,dobriti,3,,dobriti,1
DERIVATIVE,odobriti,145,o,dobriti,
BASE,saglašavati,3,,saglašavati,1
DERIVATIVE,usaglašavati,8,u,saglašavati,
BASE,igrаli,3,,igrаli,1
DERIVATIVE,odigrаli,2,od,igrаli,
BASE,puziti,3,,puziti,1
DERIVATIVE,otpuziti,1,ot,puziti,
BASE,mrdati,3,,mrdati,1
DERIVATIVE,razmrdati,2,raz,mrdati,
BASE,očati,3,,očati,1
DERIVATIVE,naočati,4,na,očati,
BASE,maskirati,3,,maskirati,1
DERIVATIVE,zamaskirati,4,za,maskirati,
BASE,vaziti,3,,vaziti,1
DERIVATIVE,prevaziti,1,pre,vaziti,
BASE,lići,3,,lići,1
DERIVATIVE,slići,8,s,lići,
BASE,briti,3,,briti,1
DERIVATIVE,dobriti,3,do,briti,
BASE,veličati,3,,veličati,1
DERIVATIVE,uveličati,9,u,veličati,
BASE,taložiti,3,,taložiti,1
DERIVATIVE,nataložiti,1,na,taložiti,
BASE,gnezditi,3,,gnezditi,1
DERIVATIVE,ugnezditi,2,u,gnezditi,
BASE,propastiti,3,,propastiti,1
DERIVATIVE,upropastiti,2,u,propastiti,
BASE,toći,3,,toći,1
DERIVATIVE,pretoći,2,pre,toći,
BASE,upirati,3,,upirati,1
DERIVATIVE,podupirati,2,pod,upirati,
BASE,kati,3,,kati,1
DERIVATIVE,sakati,2,sa,kati,
BASE,tešiti,3,,tešiti,1
DERIVATIVE,utešiti,1,u,tešiti,
BASE,novčiti,3,,novčiti,1
DERIVATIVE,unovčiti,1,u,novčiti,
BASE,obrati,2,,obrati,1
DERIVATIVE,preobrati,1,pre,obrati,
BASE,interesirati,2,,interesirati,1
DERIVATIVE,zainteresirati,3,za,interesirati,
BASE,trljati,2,,trljati,1
DERIVATIVE,utrljati,6,u,trljati,
BASE,psovati,2,,psovati,1
DERIVATIVE,opsovati,1,o,psovati,
BASE,razlagati,2,,razlagati,1
DERIVATIVE,obrazlagati,9,ob,razlagati,
BASE,račiti,2,,račiti,1
DERIVATIVE,vračiti,1,v,račiti,
BASE,krotiti,2,,krotiti,1
DERIVATIVE,ukrotiti,2,u,krotiti,
BASE,strukturisati,2,,strukturisati,1
DERIVATIVE,prestrukturisati,1,pre,strukturisati,
BASE,dišati,2,,dišati,1
DERIVATIVE,udišati,1,u,dišati,
BASE,razmeriti,2,,razmeriti,1
DERIVATIVE,srazmeriti,1,s,razmeriti,
BASE,mrsiti,2,,mrsiti,1
DERIVATIVE,razmrsiti,1,raz,mrsiti,
BASE,obijati,2,,obijati,1
DERIVATIVE,probijati,25,pr,obijati,
BASE,sednuti,2,,sednuti,1
DERIVATIVE,zasednuti,1,za,sednuti,
BASE,pasirati,2,,pasirati,1
DERIVATIVE,propasirati,1,pro,pasirati,
BASE,politi,2,,politi,1
DERIVATIVE,opoliti,1,o,politi,
BASE,povoditi,2,,povoditi,1
DERIVATIVE,spovoditi,1,s,povoditi,
BASE,gnječiti,2,,gnječiti,1
DERIVATIVE,prognječiti,1,pro,gnječiti,
BASE,jemčiti,2,,jemčiti,1
DERIVATIVE,zajemčiti,1,za,jemčiti,
BASE,miksati,2,,miksati,1
DERIVATIVE,izmiksati,2,iz,miksati,
BASE,nasati,2,,nasati,1
DERIVATIVE,ponasati,2,po,nasati,
BASE,ganiti,2,,ganiti,1
DERIVATIVE,poganiti,2,po,ganiti,
BASE,vlažiti,2,,vlažiti,1
DERIVATIVE,navlažiti,6,na,vlažiti,
BASE,razumiti,2,,razumiti,1
DERIVATIVE,urazumiti,2,u,razumiti,
BASE,krojiti,2,,krojiti,1
DERIVATIVE,skrojiti,3,s,krojiti,
BASE,prljati,2,,prljati,1
DERIVATIVE,uprljati,1,u,prljati,
BASE,otisniti,2,,otisniti,1
DERIVATIVE,protisniti,1,pr,otisniti,
BASE,jaki,2,,jaki,1
DERIVATIVE,ujaki,1,u,jaki,
BASE,slageti,2,,slageti,1
DERIVATIVE,poslageti,1,po,slageti,
BASE,namijeniti,2,,namijeniti,1
DERIVATIVE,prenamijeniti,1,pre,namijeniti,
BASE,polisati,2,,polisati,1
DERIVATIVE,propolisati,1,pro,polisati,
BASE,klasiti,2,,klasiti,1
DERIVATIVE,podklasiti,1,pod,klasiti,
BASE,bogatiti,2,,bogatiti,1
DERIVATIVE,obogatiti,36,o,bogatiti,
BASE,spravljati,2,,spravljati,1
DERIVATIVE,uspravljati,1,u,spravljati,
BASE,pečeti,2,,pečeti,1
DERIVATIVE,prepečeti,1,pre,pečeti,
BASE,rast,2,,rast,1
DERIVATIVE,porast,1,po,rast,
BASE,soliti,2,,soliti,1
DERIVATIVE,posoliti,10,po,soliti,
BASE,ganuti,2,,ganuti,1
DERIVATIVE,uganuti,1,u,ganuti,
BASE,svijetliti,2,,svijetliti,1
DERIVATIVE,zasvijetliti,1,za,svijetliti,
BASE,poditi,2,,poditi,1
DERIVATIVE,popoditi,1,po,poditi,
BASE,sijeti,2,,sijeti,1
DERIVATIVE,presijeti,1,pre,sijeti,
BASE,obiti,2,,obiti,1
DERIVATIVE,sobiti,1,s,obiti,
BASE,odeti,2,,odeti,1
DERIVATIVE,vodeti,1,v,odeti,
BASE,dozrevati,2,,dozrevati,1
DERIVATIVE,podozrevati,2,po,dozrevati,
BASE,klevetati,2,,klevetati,1
DERIVATIVE,oklevetati,1,o,klevetati,
BASE,glati,2,,glati,1
DERIVATIVE,oglati,2,o,glati,
BASE,obiđiti,2,,obiđiti,1
DERIVATIVE,zaobiđiti,2,za,obiđiti,
BASE,stetiti,2,,stetiti,1
DERIVATIVE,ostetiti,1,o,stetiti,
BASE,mahnuti,2,,mahnuti,1
DERIVATIVE,razmahnuti,1,raz,mahnuti,
BASE,vinovati,2,,vinovati,1
DERIVATIVE,povinovati,4,po,vinovati,
BASE,cementirati,2,,cementirati,1
DERIVATIVE,zacementirati,3,za,cementirati,
BASE,ovjeriti,2,,ovjeriti,1
DERIVATIVE,provjeriti,174,pr,ovjeriti,
BASE,tapkati,2,,tapkati,1
DERIVATIVE,utapkati,1,u,tapkati,
BASE,sipasti,2,,sipasti,1
DERIVATIVE,zasipasti,1,za,sipasti,
BASE,zbijati,2,,zbijati,1
DERIVATIVE,suzbijati,5,su,zbijati,
BASE,častiti,2,,častiti,1
DERIVATIVE,počastiti,3,po,častiti,
BASE,litati,2,,litati,1
DERIVATIVE,slitati,9,s,litati,
BASE,hrliti,2,,hrliti,1
DERIVATIVE,pohrliti,3,po,hrliti,
BASE,grijati,2,,grijati,1
DERIVATIVE,ugrijati,1,u,grijati,
BASE,dovati,2,,dovati,1
DERIVATIVE,podovati,2,po,dovati,
BASE,uviti,2,,uviti,1
DERIVATIVE,suviti,1,s,uviti,
BASE,punoti,2,,punoti,1
DERIVATIVE,prepunoti,1,pre,punoti,
BASE,kockati,2,,kockati,1
DERIVATIVE,skockati,1,s,kockati,
BASE,cekati,2,,cekati,1
DERIVATIVE,docekati,3,do,cekati,
BASE,hitati,2,,hitati,1
DERIVATIVE,pohitati,2,po,hitati,
BASE,piriti,2,,piriti,1
DERIVATIVE,opiriti,3,o,piriti,
BASE,istiti,2,,istiti,1
DERIVATIVE,proistiti,1,pro,istiti,
BASE,svjeti,2,,svjeti,1
DERIVATIVE,prosvjeti,1,pro,svjeti,
BASE,klesati,2,,klesati,1
DERIVATIVE,uklesati,1,u,klesati,
BASE,cuvati,2,,cuvati,1
DERIVATIVE,sacuvati,1,sa,cuvati,
BASE,okazati,2,,okazati,1
DERIVATIVE,sokazati,1,s,okazati,
BASE,žmuriti,2,,žmuriti,1
DERIVATIVE,zažmuriti,2,za,žmuriti,
BASE,legneti,2,,legneti,1
DERIVATIVE,prilegneti,1,pri,legneti,
BASE,beleti,2,,beleti,1
DERIVATIVE,pobeleti,1,po,beleti,
BASE,duljati,2,,duljati,1
DERIVATIVE,produljati,1,pro,duljati,
BASE,gutati,2,,gutati,1
DERIVATIVE,progutati,13,pro,gutati,
BASE,kaciti,2,,kaciti,1
DERIVATIVE,skaciti,6,s,kaciti,
BASE,klatiti,2,,klatiti,1
DERIVATIVE,rasklatiti,2,ras,klatiti,
BASE,sledovati,2,,sledovati,1
DERIVATIVE,posledovati,1,po,sledovati,
BASE,praštati,2,,praštati,1
DERIVATIVE,opraštati,5,o,praštati,
BASE,parati,2,,parati,1
DERIVATIVE,preparati,7,pre,parati,
BASE,jesiti,2,,jesiti,1
DERIVATIVE,objesiti,1,ob,jesiti,
BASE,mahati,2,,mahati,1
DERIVATIVE,razmahati,1,raz,mahati,
BASE,bаvi,2,,bаvi,1
DERIVATIVE,obаvi,1,o,bаvi,
BASE,nervoziti,1,,nervoziti,1
DERIVATIVE,unervoziti,1,u,nervoziti,
BASE,žvatiti,1,,žvatiti,1
DERIVATIVE,sažvatiti,1,sa,žvatiti,
BASE,ristiti,1,,ristiti,1
DERIVATIVE,vristiti,1,v,ristiti,
BASE,bаviti,1,,bаviti,1
DERIVATIVE,obаviti,1,o,bаviti,
BASE,čestvovati,1,,čestvovati,1
DERIVATIVE,učestvovati,1674,u,čestvovati,
BASE,blistati,1,,blistati,1
DERIVATIVE,zablistati,5,za,blistati,
BASE,umišljati,1,,umišljati,1
DERIVATIVE,predumišljati,1,pred,umišljati,
BASE,uocavati,1,,uocavati,1
DERIVATIVE,suocavati,3,s,uocavati,
BASE,vratati,1,,vratati,1
DERIVATIVE,povratati,1,po,vratati,
BASE,potaći,1,,potaći,1
DERIVATIVE,spotaći,1,s,potaći,
BASE,svanuti,1,,svanuti,1
DERIVATIVE,osvanuti,5,o,svanuti,
BASE,groziti,1,,groziti,1
DERIVATIVE,ugroziti,79,u,groziti,
BASE,prineti,1,,prineti,1
DERIVATIVE,doprineti,730,do,prineti,
BASE,užasti,1,,užasti,1
DERIVATIVE,pružasti,1,pr,užasti,
BASE,stran,1,,stran,1
DERIVATIVE,prostran,1,pro,stran,
BASE,sigurati,1,,sigurati,1
DERIVATIVE,osigurati,290,o,sigurati,
BASE,krepiti,1,,krepiti,1
DERIVATIVE,okrepiti,3,o,krepiti,
BASE,snažiti,1,,snažiti,1
DERIVATIVE,osnažiti,61,o,snažiti,
BASE,redovati,1,,redovati,1
DERIVATIVE,uredovati,1,u,redovati,
BASE,trgnuti,1,,trgnuti,1
DERIVATIVE,otrgnuti,5,o,trgnuti,
BASE,nistiti,1,,nistiti,1
DERIVATIVE,unistiti,3,u,nistiti,
BASE,prežati,1,,prežati,1
DERIVATIVE,naprežati,1,na,prežati,
BASE,legnuti,1,,legnuti,1
DERIVATIVE,nalegnuti,1,na,legnuti,
BASE,kleknuti,1,,kleknuti,1
DERIVATIVE,pokleknuti,1,po,kleknuti,
BASE,smešiti,1,,smešiti,1
DERIVATIVE,nasmešiti,5,na,smešiti,
BASE,odaći,1,,odaći,1
DERIVATIVE,prodaći,1,pr,odaći,
BASE,braći,1,,braći,1
DERIVATIVE,obraći,8,o,braći,
BASE,rijeći,1,,rijeći,1
DERIVATIVE,porijeći,2,po,rijeći,
BASE,glačati,1,,glačati,1
DERIVATIVE,uglačati,1,u,glačati,
BASE,baziti,1,,baziti,1
DERIVATIVE,obaziti,1,o,baziti,
BASE,nečistiti,1,,nečistiti,1
DERIVATIVE,onečistiti,1,o,nečistiti,
BASE,privati,1,,privati,1
DERIVATIVE,zaprivati,1,za,privati,
BASE,savivati,1,,savivati,1
DERIVATIVE,presavivati,1,pre,savivati,
BASE,sladiti,1,,sladiti,1
DERIVATIVE,zasladiti,6,za,sladiti,
BASE,basti,1,,basti,1
DERIVATIVE,izbasti,1,iz,basti,
BASE,usreti,1,,usreti,1
DERIVATIVE,susreti,92,s,usreti,
BASE,logirati,1,,logirati,1
DERIVATIVE,ulogirati,1,u,logirati,
BASE,pititi,1,,pititi,1
DERIVATIVE,upititi,19,u,pititi,
BASE,znojati,1,,znojati,1
DERIVATIVE,preznojati,1,pre,znojati,
BASE,okretiti,1,,okretiti,1
DERIVATIVE,preokretiti,1,pre,okretiti,
BASE,uhati,1,,uhati,1
DERIVATIVE,obuhati,1,ob,uhati,
BASE,resiti,1,,resiti,1
DERIVATIVE,poresiti,6,po,resiti,
BASE,tanjiti,1,,tanjiti,1
DERIVATIVE,rastanjiti,4,ras,tanjiti,
BASE,čučiti,1,,čučiti,1
DERIVATIVE,učučiti,1,u,čučiti,
BASE,sesti,1,,sesti,1
DERIVATIVE,nasesti,3,na,sesti,
BASE,daditi,1,,daditi,1
DERIVATIVE,dodaditi,1,do,daditi,
BASE,savršiti,1,,savršiti,1
DERIVATIVE,usavršiti,41,u,savršiti,
BASE,pojati,1,,pojati,1
DERIVATIVE,spojati,17,s,pojati,
BASE,lirati,1,,lirati,1
DERIVATIVE,polirati,3,po,lirati,
BASE,stаvljаo,1,,stаvljаo,1
DERIVATIVE,postаvljаo,1,po,stаvljаo,
BASE,smijati,1,,smijati,1
DERIVATIVE,nasmijati,1,na,smijati,
BASE,građati,1,,građati,1
DERIVATIVE,predgrađati,2,pred,građati,
BASE,sijavati,1,,sijavati,1
DERIVATIVE,presijavati,1,pre,sijavati,
BASE,šutiti,1,,šutiti,1
DERIVATIVE,prešutiti,1,pre,šutiti,
BASE,glancati,1,,glancati,1
DERIVATIVE,izglancati,1,iz,glancati,
BASE,sakatiti,1,,sakatiti,1
DERIVATIVE,osakatiti,2,o,sakatiti,
BASE,rtati,1,,rtati,1
DERIVATIVE,portati,48,po,rtati,
BASE,šlati,1,,šlati,1
DERIVATIVE,pošlati,18,po,šlati,
BASE,diskutivati,1,,diskutivati,1
DERIVATIVE,prodiskutivati,1,pro,diskutivati,
BASE,ženiti,1,,ženiti,1
DERIVATIVE,oženiti,15,o,ženiti,
BASE,zakoniti,1,,zakoniti,1
DERIVATIVE,ozakoniti,1,o,zakoniti,
BASE,nostiti,1,,nostiti,1
DERIVATIVE,donostiti,1,do,nostiti,
BASE,guglati,1,,guglati,1
DERIVATIVE,oguglati,1,o,guglati,
BASE,inati,1,,inati,1
DERIVATIVE,razinati,1,raz,inati,
BASE,samostati,1,,samostati,1
DERIVATIVE,osamostati,1,o,samostati,
BASE,sučeti,1,,sučeti,1
DERIVATIVE,zasučeti,3,za,sučeti,
BASE,okopavati,1,,okopavati,1
DERIVATIVE,prokopavati,1,pr,okopavati,
BASE,suglasiti,1,,suglasiti,1
DERIVATIVE,usuglasiti,1,u,suglasiti,
BASE,jebeti,1,,jebeti,1
DERIVATIVE,odjebeti,1,od,jebeti,
BASE,intrigirati,1,,intrigirati,1
DERIVATIVE,zaintrigirati,5,za,intrigirati,
BASE,restiti,1,,restiti,1
DERIVATIVE,srestiti,4,s,restiti,
BASE,beleziti,1,,beleziti,1
DERIVATIVE,obeleziti,1,o,beleziti,
BASE,ostajeti,1,,ostajeti,1
DERIVATIVE,zaostajeti,1,za,ostajeti,
BASE,poruciti,1,,poruciti,1
DERIVATIVE,preporuciti,1,pre,poruciti,
BASE,gnjaviti,1,,gnjaviti,1
DERIVATIVE,ugnjaviti,1,u,gnjaviti,
BASE,doliti,1,,doliti,1
DERIVATIVE,odoliti,8,o,doliti,
BASE,modelovati,1,,modelovati,1
DERIVATIVE,izmodelovati,1,iz,modelovati,
BASE,pljuvati,1,,pljuvati,1
DERIVATIVE,popljuvati,1,po,pljuvati,
BASE,zretiti,1,,zretiti,1
DERIVATIVE,nazretiti,1,na,zretiti,
BASE,tuđiti,1,,tuđiti,1
DERIVATIVE,otuđiti,3,o,tuđiti,
BASE,udeti,1,,udeti,1
DERIVATIVE,sudeti,10,s,udeti,
BASE,stadošiti,1,,stadošiti,1
DERIVATIVE,postadošiti,1,po,stadošiti,
BASE,pečiti,1,,pečiti,1
DERIVATIVE,spečiti,1,s,pečiti,
BASE,logovati,1,,logovati,1
DERIVATIVE,ulogovati,1,u,logovati,
BASE,bauljati,1,,bauljati,1
DERIVATIVE,dobauljati,1,do,bauljati,
BASE,tuti,1,,tuti,1
DERIVATIVE,rastuti,17,ras,tuti,
BASE,ogovarati,1,,ogovarati,1
DERIVATIVE,progovarati,1,pr,ogovarati,
BASE,ustavati,1,,ustavati,1
DERIVATIVE,sustavati,111,s,ustavati,
BASE,steriti,1,,steriti,1
DERIVATIVE,posteriti,2,po,steriti,
BASE,pišati,1,,pišati,1
DERIVATIVE,napišati,2,na,pišati,
BASE,stičiti,1,,stičiti,1
DERIVATIVE,podstičiti,1,pod,stičiti,
BASE,ovaliti,1,,ovaliti,1
DERIVATIVE,provaliti,4,pr,ovaliti,
BASE,seniti,1,,seniti,1
DERIVATIVE,zaseniti,2,za,seniti,
BASE,sobiti,1,,sobiti,1
DERIVATIVE,osobiti,2,o,sobiti,
BASE,nemoći,1,,nemoći,1
DERIVATIVE,iznemoći,2,iz,nemoći,
BASE,robiti,1,,robiti,1
DERIVATIVE,zarobiti,11,za,robiti,
BASE,domisliti,1,,domisliti,1
DERIVATIVE,predomisliti,10,pre,domisliti,
BASE,sisati,1,,sisati,1
DERIVATIVE,usisati,2,u,sisati,
BASE,tegati,1,,tegati,1
DERIVATIVE,stegati,2,s,tegati,
BASE,ponaći,1,,ponaći,1
DERIVATIVE,oponaći,1,o,ponaći,
BASE,prstiti,1,,prstiti,1
DERIVATIVE,naprstiti,2,na,prstiti,
BASE,mogućiti,1,,mogućiti,1
DERIVATIVE,omogućiti,1034,o,mogućiti,
BASE,agati,1,,agati,1
DERIVATIVE,vagati,1,v,agati,
BASE,sramiti,1,,sramiti,1
DERIVATIVE,posramiti,2,po,sramiti,
BASE,vojevati,1,,vojevati,1
DERIVATIVE,izvojevati,7,iz,vojevati,
BASE,sitniti,1,,sitniti,1
DERIVATIVE,usitniti,3,u,sitniti,
BASE,upriti,1,,upriti,1
DERIVATIVE,odupriti,4,od,upriti,
BASE,ejati,1,,ejati,1
DERIVATIVE,sejati,5,s,ejati,
BASE,gostiti,1,,gostiti,1
DERIVATIVE,ugostiti,74,u,gostiti,
BASE,grditi,1,,grditi,1
DERIVATIVE,izgrditi,3,iz,grditi,
BASE,brujati,1,,brujati,1
DERIVATIVE,zabrujati,1,za,brujati,
BASE,teliti,1,,teliti,1
DERIVATIVE,sateliti,1,sa,teliti,
BASE,vetriti,1,,vetriti,1
DERIVATIVE,provetriti,1,pro,vetriti,
BASE,avljati,1,,avljati,1
DERIVATIVE,obavljati,580,ob,avljati,
BASE,sežeti,1,,sežeti,1
DERIVATIVE,posežeti,1,po,sežeti,
BASE,lijeti,1,,lijeti,1
DERIVATIVE,prelijeti,2,pre,lijeti,
BASE,klјuča,1,,klјuča,1
DERIVATIVE,proklјuča,1,pro,klјuča,
BASE,prepastiti,1,,prepastiti,1
DERIVATIVE,zaprepastiti,1,za,prepastiti,
BASE,dsvesti,1,,dsvesti,1
DERIVATIVE,podsvesti,9,po,dsvesti,
BASE,betonirati,1,,betonirati,1
DERIVATIVE,ubetonirati,1,u,betonirati,
BASE,jebati,1,,jebati,1
DERIVATIVE,najebati,1,na,jebati,
BASE,slonati,1,,slonati,1
DERIVATIVE,zaslonati,4,za,slonati,
BASE,keti,1,,keti,1
DERIVATIVE,sketi,5,s,keti,
BASE,nadjeti,1,,nadjeti,1
DERIVATIVE,pronadjeti,10,pro,nadjeti,
BASE,vedriti,1,,vedriti,1
DERIVATIVE,razvedriti,1,raz,vedriti,
BASE,brkati,1,,brkati,1
DERIVATIVE,pobrkati,1,po,brkati,
BASE,tasati,1,,tasati,1
DERIVATIVE,stasati,5,s,tasati,
BASE,njagati,1,,njagati,1
DERIVATIVE,prednjagati,4,pred,njagati,
BASE,dogradnjiti,1,,dogradnjiti,1
DERIVATIVE,nadogradnjiti,1,na,dogradnjiti,
BASE,jebiti,1,,jebiti,1
DERIVATIVE,odjebiti,1,od,jebiti,
BASE,zeliti,1,,zeliti,1
DERIVATIVE,pozeliti,1,po,zeliti,
BASE,znаti,1,,znаti,1
DERIVATIVE,poznаti,2,po,znаti,
BASE,pasati,1,,pasati,1
DERIVATIVE,spasati,4,s,pasati,
BASE,okružavati,1,,okružavati,1
DERIVATIVE,zaokružavati,1,za,okružavati,
BASE,zavideti,1,,zavideti,1
DERIVATIVE,pozavideti,1,po,zavideti,
BASE,rezbariti,1,,rezbariti,1
DERIVATIVE,izrezbariti,1,iz,rezbariti,
BASE,skrnaviti,1,,skrnaviti,1
DERIVATIVE,oskrnaviti,2,o,skrnaviti,
BASE,vagati,1,,vagati,1
DERIVATIVE,uvagati,4,u,vagati,
BASE,ganjati,1,,ganjati,1
DERIVATIVE,proganjati,5,pro,ganjati,
BASE,rđati,1,,rđati,1
DERIVATIVE,zarđati,1,za,rđati,
BASE,osveti,1,,osveti,1
DERIVATIVE,prosveti,2,pr,osveti,
BASE,obiveti,1,,obiveti,1
DERIVATIVE,probiveti,8,pr,obiveti,
BASE,šiti,1,,šiti,1
DERIVATIVE,ušiti,14,u,šiti,
BASE,puti,1,,puti,1
DERIVATIVE,uputi,1,u,puti,
BASE,kititi,1,,kititi,1
DERIVATIVE,okititi,4,o,kititi,
BASE,pleliti,1,,pleliti,1
DERIVATIVE,prepleliti,2,pre,pleliti,
BASE,bligati,1,,bligati,1
DERIVATIVE,pribligati,1,pri,bligati,
BASE,masiti,1,,masiti,1
DERIVATIVE,promasiti,3,pro,masiti,
BASE,uputi,1,,uputi,1
DERIVATIVE,suputi,5,s,uputi,
BASE,kаžemo,1,,kаžemo,1
DERIVATIVE,pokаžemo,1,po,kаžemo,
BASE,skiti,1,,skiti,1
DERIVATIVE,uskiti,1,u,skiti,
BASE,stvarivati,1,,stvarivati,1
DERIVATIVE,ostvarivati,322,o,stvarivati,
BASE,naciti,1,,naciti,1
DERIVATIVE,pronaciti,2,pro,naciti,
BASE,lititi,1,,lititi,1
DERIVATIVE,slititi,1,s,lititi,
BASE,okružiti,1,,okružiti,1
DERIVATIVE,zaokružiti,29,za,okružiti,
BASE,golicati,1,,golicati,1
DERIVATIVE,zagolicati,3,za,golicati,
BASE,ruka,1,,ruka,1
DERIVATIVE,poruka,1,po,ruka,
BASE,dusiti,1,,dusiti,1
DERIVATIVE,dodusiti,1,do,dusiti,
BASE,ignorirati,1,,ignorirati,1
DERIVATIVE,izignorirati,1,iz,ignorirati,
BASE,sloboditi,1,,sloboditi,1
DERIVATIVE,osloboditi,108,o,sloboditi,
BASE,trpjeti,1,,trpjeti,1
DERIVATIVE,pretrpjeti,4,pre,trpjeti,
BASE,rići,1,,rići,1
DERIVATIVE,izrići,6,iz,rići,
BASE,plačati,1,,plačati,1
DERIVATIVE,rasplačati,1,ras,plačati,
BASE,dimenzionisati,1,,dimenzionisati,1
DERIVATIVE,predimenzionisati,1,pre,dimenzionisati,
